title,authors,publishedDate,categories,description,averageRating,textSnippet
Quicksilver,['Dean Koontz'],2022-01-25,['Fiction'],"#1 New York Times bestselling master of suspense Dean Koontz takes a surprising and exhilarating road trip with a man in pursuit of his strange past--mile by frightening mile. Quinn Quicksilver was born a mystery--abandoned at three days old on a desert highway in Arizona. Raised in an orphanage, never knowing his parents, Quinn had a happy if unexceptional life. Until the day of ""strange magnetism."" It compelled him to drive out to the middle of nowhere. It helped him find a coin worth a lot of money. And it practically saved his life when two government agents showed up in the diner in pursuit of him. Now Quinn is on the run from those agents and who knows what else, fleeing for his life. During a shoot-out at a forlorn dude ranch, he finally meets his destined companions: Bridget Rainking, a beauty as gifted in foresight as she is with firearms, and her grandpa Sparky, a romance novelist with an unusual past. Bridget knows what it's like to be Quinn. She's hunted, too. The only way to stay alive is to keep moving. Barreling through the Sonoran Desert, the formidable trio is impelled by that same inexplicable magnetism toward the inevitable. With every deeply disturbing mile, something sinister is in the rearview--an enemy that is more than a match for Quinn. Even as he discovers within himself resources that are every bit as scary.",N/A,N/A
The One Who Came Back,['Joann Mazzio'],2015,['Young Adult Fiction'],"The image of Eddie jumping over the mountain side plays and replays in Alex's mind: the last sight of his best friend, Eddie Chavez. Ditching school, the two had biked to the mountains where they often went to escape the pressures of family and school. Now Eddie has disappeaered and Alex can't find him. Alex goes for help, but finds only suspicion as police and social workers barrage him with questions. They think Eddie ran away or worse--that Alex killed him. Alex is sure Eddie is still on the mountain, injured, maybe even dead. As the situation grows beyond Alex's control, the one who came back regrets that he did.""",N/A,N/A
The Second Angel,['Philip Kerr'],1999-08-05,['Blood banks'],"In 2069 mankind is on the edge of extinction. 80% of the population have P2, a parvovirus that will kill them within 10 years. So begins a raid on an impregnable bank. If it succeeds, mankind has a future. The raid is watched by the Second Angel.",N/A,N/A
Freefall,['Kristen Heitzmann'],2006-11,['Fiction'],"Deception, betrayal, and romance as Jade determines why she is in Hawaii with no memory of who she is or how she got there.",N/A,N/A
Great Tales of Suspense,['Troll Books'],1988,['Juvenile Fiction'],A spine-chilling collection of horror tales.,N/A,N/A
Backfire,['Elizabeth Goddard'],2015-06-02,['Fiction'],"NOWHERE LEFT TO HIDE Tracy Murray had thought she'd be safe disappearing in the wilds of Alaska after her testimony put away a gang leader. But the gang symbol tattooed on an attacker's arm means the clock has run out. She's been found--and she knows the killers won't let her escape alive again. She can't fight an entire gang alone--she needs help. But when she finds herself relying on widowed firefighter David Warren, a new struggle emerges. Fleeing Alaska and cutting all ties could be the only way to survive...but it would mean leaving her heart behind. Mountain Cove: In the Alaskan wilderness, love and danger collide",N/A,N/A
See how They Run,['David McRobbie'],1996,['Fiction'],"The Morton family is on the run. On a witness protection scheme, they have nowhere to hide, no friends to share their secret, and no past they can speak of. They are forced to flee back to their father's native Australia, but escape isn't that easy with the villains never far behind.",5,N/A
Urban Outlaws,['Peter Jay Black'],2015-05-05,['Juvenile Fiction'],"The first in a brand new middle-grade series, this nonstop, gadget-filled adventure is sure to capture fans of Alex Rider and NERDS alike.",N/A,N/A
The Edge of Town,['Dorothy Garlock'],2002-05,['Fiction'],"Set in Missouri in the 1920's, Julie Jones, a hard-working young woman, must face many fearful challenges and fight for what she holds dear.",N/A,N/A
Soldiers of Fortune,['Jana DeLeon'],2015-03-14,['Fiction'],N/A,N/A,N/A
Intensity,['Dean Koontz'],1996-01-30,['Psychopaths'],"The American West, from the beginning of Euro-American settlement, has been shaped by diverse ideas about how to utilize physical space and natural environments to create cohesive, sometimes exclusive community identities. When westerners developed their towns, they constructed spaces and cultural identities that reflected alternative understandings of modern urbanity. The essays in City Dreams, Country Schemes utilize an interdisciplinary approach to explore the ways that westerners conceptualized, built, and inhabited urban, suburban, and exurban spaces in the twentieth century. The contributors examine such topics as the attractions of open space and rural gentrification in shaping urban development; the role of tourism in developing national parks, historical sites, and California's Napa Valley; and the roles of public art, gender, and ethnicity in shaping urban centers. City Dreams, Country Schemes reveals the values and expectations that have shaped the West and the lives of the people who inhabit it.",N/A,N/A
Horizon,['Helen MacInnes'],1946,['Fiction'],A P.O.W. in Italy is determined to escape. Tension and adventure in the high Tyrol.,N/A,N/A
A legal fiction,['E. X. Ferrars'],1992,['Large type books'],N/A,N/A,N/A
Tell Me Why,['Stella Cameron'],2002-08,['Fiction'],Why has renowned jazz pianist Carolee given up playing celebrated venues for a tiny bistro in suburban Seattle?,N/A,N/A
Locked On,"['Tom Clancy', 'Mark Greaney']",2011-12-13,['Fiction'],"Master of explosive international intrigue Tom Clancy brings together his greatest characters and a new generation to fight the war on terror. Although his father had been reluctant to become a field operative, Jack Ryan Jr. wants nothing more. Privately training with a seasoned Special Forces drill instructor, he's honing his skills to transition his work within The Campus from intelligence analysis to hunting down and eliminating terrorists wherever he can - even has Jack Ryan Sr. campaigns for re-election as President of the United States. But what neither father nor son knows is that the political and the personal have just become equally dangerous. A devout enemy of Jack Sr. launches a privately funded vendetta to discredit him by connecting the presidential candidate to a mysterious killing in the past by John Clark, his longtime ally. A shadowy mercenary team is dispatched to capture the former Navy SEAL. With Clark on the run, it's up to Jack Ryan Jr., along with Ding Chavez, Dominic Caruso, and the rest of the Campus team, to stop a threat emerging in the Middle East: a corrupt Pakistani general has entered into a deadly pact with a fanatical terrorist to procure nuclear warheads, which can be used to blackmail any world power into submission. With the breakneck speed and military action scenes that have made him the premier thriller writer of our time, Tom Clancy delivers a novel of high-tech warfare in which the enemy within may be even more devastating than the enemy without.",N/A,N/A
Now You See Her,['Linda Howard'],2001,['Fiction'],A successful painter's life changes when she begins to experience vivid dreams and paint graphic murder scenes that come true.,N/A,N/A
She'll Never Know,['Hunter Morgan'],2004,['Amnesia'],Jillian is trying to recover from amnesia as a killer is stalking her.,N/A,N/A
Sea Jade,['Phyllis A. Whitney'],1966,['Marriage and marital problems'],A romantic novel of suspense in which a young New England girl is trapped into a loveless marriage when she visits a house of ill-omen.,N/A,N/A
Tourist Season,['Carl Hiaasen'],1986,['Fiction'],"A reporter-turned-private eye moves from muckraking to uncovering murder in a caper that mixes football players, politicians, and a very hungry crocodile.",3,N/A
"Tomorrow, when the War Began",['John Marsden'],1993,['Fantasy'],"Dramatic novel for older children, about a group of teenagers who are on a camping trip in the Australian bush when war breaks out. The acclaimed author's other publications include 'So Much to Tell You' (winner of the Children's Book Council of Australia Book of the Year award in 1988), 'Out of Time' and 'Staying Alive in Year Five'.",N/A,N/A
Under the Lake,['Stuart Woods'],2011-01-19,['Fiction'],Situated on a peaceful lake in the prettiest part of the north Georgia mountains Sutherland seems like a nice quiet town. But this picture-perfect hamlet harbors a dark evil - whispered rumors of greed incest and savagery. Buried deep within the lake's waters are hideous secrets unspeakable horrors that can turn hair white and drive a person mad. Now one unknowing outsider has the power to reveal the terrifying truth ... if he lives.,N/A,N/A
She Loves Me Not,['Wendy Corsi Staub'],2003,['Fiction'],"Young widow and single mother Rose Larrabee finds her world plunged into terror when she receives a simple, homemade valentine that is connected to a dark secret she shares with two other women whom have just been murdered.",N/A,N/A
Last Light,['Terri Blackstock'],2006,['Fiction'],"Following a sudden, inexplicable loss of electricity worldwide, the human race is abruptly confronted with the practical and ethical dilemmas created by the loss of familiar technologies.",N/A,N/A
Cold Cold Heart,['James Elliott'],1994,['Charlottesville (Va.)'],"Betrayed by the CIA and jailed for a crime he didn't commit, former agent Mike Culley knows when the CIA offer him a deal to get out of prison, the price will be high. In exchange for his freedom he must hunt down John Malik, once a top-level defector from the KGB.",N/A,N/A
The Edge of Honour,['Peter T. Deutermann'],1994,[],N/A,N/A,N/A
That's how I Roll,['Andrew H. Vachss'],2012,['Fiction'],Vachss returns with a deeply revealing new novel about a master assassin whose love has forced him to kill his own conscience.,N/A,N/A
The Last Thing I Remember,['Andrew Klavan'],2009,['Amnesia'],Charlie West has forgotten an entire year in which he was convicted of murder and working with terrorists. He's got to find the answers to deep questions: Who am I? What do I stand for? And how am I going to stay alive?,N/A,N/A
Cleopatra VII,['Kristiana Gregory'],1999,['Cleopatra'],"While her father is in hiding after attempts on his life, twelve-year-old Cleopatra records in her diary how she fears for her own safety and hopes to survive to become Queen of Egypt some day.",N/A,N/A
Crash and Burn,['Lisa Gardner'],2015,['Fiction'],"""The text of this Large Print edition is unabridged""--Title page verso.",N/A,N/A
Nathan's Run,['John Gilstrap'],1997-08,['Fiction'],"Nathan Bailey, left in the care of a drunken, abusive uncle, ends up in a juvenile detention center where he kills a guard in self-defense and begins a life on the run, gaining the help and sympathy of a radio talk-show host and a veteran policeman.",N/A,N/A
We'll Meet Again,['Mary Higgins Clark'],2001-02,['Fiction'],"The brutal murder of a young, well respected doctor leads to the arrest of his wife, and when she is released a few years later due to plea-bargaining she tries once again to prove her innocence.",N/A,N/A
Dark Sun and Other Stories,['Robert Muchamore'],2013,['Adventure stories'],"'Dark Sun' is a short novel aimed at new readers to CHERUB, originally written for World Book Day and now made available in print again by popular demand. To go with it are three stories never before seen in print: 'The Switch', 'CHERUB at Christmas' and 'Kerry's First Mission'.",N/A,N/A
Skin Tight,['Carl Hiaasen'],1990,['Corruption'],A former Florida state investigator embarks on a hunt through a world of sleazy characters to find out why someone wants him dead.,N/A,N/A
Ellery Queen's Searches and Seizures,['Ellery Queen'],1995,"['Detective and mystery stories, American']",N/A,N/A,N/A
Dragon Tears,['Dean Ray Koontz'],1993,['Fiction'],Police Detective Harry Lyon is caught in a whirlwind of terror that threatens to sweep away not only him but his partner and everyone he loves.,4,N/A
Sleep Softly,['Gwen Hunter'],2008,['Fiction'],"When forensic nurse Ashley Davenport Chadwick stumbles upon the body of a missing girl on her property, she, acting as both an expert and a witness on this case, becomes the target of a killer who is determined to take the life of another child.",N/A,N/A
"Secret, Silent Screams",['Joan Lowery Nixon'],1989-12,['Juvenile Fiction'],"Is Barry's death the latest tragedy in a string of suicides at Farrington Park High School? Or is it murder? Marti is sure her friend Barry didn't take his own life, but no one will believe her except Police Officer Prescott. But opening an investigation takes time, and Marti is determined to find her friend's killer soon. Because even now he could be planning his next crime....",5,N/A
Naturals: All In,['Jennifer Lynn Barnes'],N/A,[],N/A,N/A,N/A
Every Step You Take,['Judith Kelman'],2004-06,['Fiction'],"John Adams and Benjamin Rush were two remarkably different men who shared a devotion to liberty. Their dialogues on the implications of fame for their generation prove remarkably timely—even for the twenty-first century. Adams and Rush championed very different views on the nature of the American Revolution and of the republic established with the United States Constitution; yet they shared one of the most important correspondences of their time. John Adams and Benjamin Rush met in 1774 as members of the Continental Congress—Adams from Massachusetts, Rush from Pennsylvania. In 1805, after Adams was defeated in his quest of a second term as the new republic's second President, the two men self-consciously commenced an exchange of letters. Their recurring subject was fame. This emphasis on fame was crucial, Adams and Rush believed, because on the fame attached to individual leaders of the Revolutionary generation would depend the view of the Revolution and of the Constitution and republican government that would be embraced by generations to come, including our own. The new Liberty Fund edition of The Spur of Fame reproduces a text originally published by the Huntington Library. Douglass Adair (1912–1968) edited the William and Mary Quarterly from 1947 to 1955, and was a greatly influential professor and writer. Adair co-edited Origin and Progress of the American Rebellion with John A. Schutz in 1961.",N/A,N/A
Green for Danger,['Christianna Brand'],1999,['Fiction'],"From the author of Cat and Mouse, an absorbing classic crime novel set in a military hospital during the Blitz.When a patient dies under anaesthetic, and later the presiding nurse is murdered, Inspector Cockrill finds himself with six suspects - three doctors and three nurses - and not an opportunity among them.",N/A,N/A
Welcome to Dead House,['R. L. Stine'],1992,['Juvenile Fiction'],"After moving to Dark Falls, Amanda and Josh learn the horrible truth about the town.",4.5,N/A
Cast Into Doubt,['Patricia J. MacDonald'],2012,['Family secrets'],"When Shelby Sloan's daughter Chloe disappears from the cruise she was taking with her husband, everyone assumes that she accidentally fell overboard, but Shelby soon comes to doubt that all is as it seems.",N/A,N/A
"Scream, Jennifer, Scream!",['R. L. Stine'],1998,['Juvenile Fiction'],"When Shelli's best friend, Jennifer, discovers that Shelli and some of her other friends cheated on the important college placement test, the guilty parties decide that they must silence Jennifer at all costs--except that they seem to be the ones who arebeing silenced, one after another.",N/A,N/A
Limitations,['Scott Turow'],2007,['Fiction'],"Life would seem to have gone well for George Mason. His days as a criminal defence lawyer are long behind him. Yet, when a disturbing rape case is brought before him, the judge begins to question the very nature of the law and his role within it. What is troubling George Mason so deeply? Is it his wife's recent diagnosis? Or the strange emails?",3,N/A
